Academic Yr,Year Term,Semester,Ungrad Grad,Entry Status,College/School,Academic Division,Academic Department,Major Short Nm,Student Headcount,Prorated Student Count
2015-16,2016 Spring,Spring,Graduate,Graduate,Haas School of Business,Haas School of Business,Business,Evening & Weekend MBA,709,709
2015-16,2016 Spring,Spring,Graduate,Graduate,Haas School of Business,Haas School of Business,Business,Financial Engineering,69,69
2015-16,2016 Spring,Spring,Graduate,Graduate,Rausser Clg Natural Resources,Rausser Clg Natural Resources,Ag & Resource Econ & Pol,Ag & Resource Economics,75,74.5
2015-16,2016 Spring,Spring,Graduate,Graduate,Rausser Clg Natural Resources,Rausser Clg Natural Resources,Comparative Biochem Grad Grp,Comparative Biochemistry,18,18
2015-16,2016 Spring,Spring,Graduate,Graduate,Rausser Clg Natural Resources,Rausser Clg Natural Resources,Energy & Resources Grad Grp,Energy & Resources,55,49.5
2015-16,2016 Spring,Spring,Graduate,Graduate,Rausser Clg Natural Resources,Rausser Clg Natural Resources,"Env Sci, Policy, & Mgmt","Env Sci, Policy, & Mgmt",137,136
2015-16,2016 Spring,Spring,Graduate,Graduate,Rausser Clg Natural Resources,Rausser Clg Natural Resources,"Env Sci, Policy, & Mgmt",Forestry,6,5
2015-16,2016 Spring,Spring,Graduate,Graduate,Rausser Clg Natural Resources,Rausser Clg Natural Resources,Metabolic Biology Grad Grp,Metabolic Biology,11,11
2015-16,2016 Spring,Spring,Graduate,Graduate,Rausser Clg Natural Resources,Rausser Clg Natural Resources,Metabolic Biology Grad Grp,Molecular & Biochem Nutrition,12,12
2015-16,2016 Spring,Spring,Graduate,Graduate,Rausser Clg Natural Resources,Rausser Clg Natural Resources,Microbiology Grad Grp,Microbiology,55,55
2015-16,2016 Spring,Spring,Graduate,Graduate,Rausser Clg Natural Resources,Rausser Clg Natural Resources,Molecular Toxicology Grad Grp,Molecular Toxicology,5,5
2015-16,2016 Spring,Spring,Graduate,Graduate,Rausser Clg Natural Resources,Rausser Clg Natural Resources,Plant & Microbial Biology,Plant Biology,36,36
2015-16,2016 Spring,Spring,Graduate,Graduate,Rausser Clg Natural Resources,Rausser Clg Natural Resources,Rangeland & Wildlife Mgmt GG,Rangeland & Wildlife Mgmt,4,4
2015-16,2016 Spring,Spring,Graduate,Graduate,School of Information,School of Information,Information,Info & Data Science-MIDS,250,250
2015-16,2016 Spring,Spring,Graduate,Graduate,School of Information,School of Information,Information,Info Mgmt & Systems,107,106.5
2015-16,2016 Spring,Spring,Graduate,Graduate,School of Law,School of Law,JSP Graduate Program,Jurisprudence & Social Policy,48,43.5
2015-16,2016 Spring,Spring,Graduate,Graduate,School of Law,School of Law,Law,Doctor of Science of Law (JSD),20,20
2015-16,2016 Spring,Spring,Graduate,Graduate,School of Law,School of Law,Law,Law (JD),936,931
2015-16,2016 Spring,Spring,Graduate,Graduate,School of Law,School of Law,Law,Master of Laws (LLM),196,196
2015-16,2016 Spring,Spring,Graduate,Graduate,School of Optometry,School of Optometry,Optometry,Optometric Residency Cert,15,15
2015-16,2016 Spring,Spring,Graduate,Graduate,School of Optometry,School of Optometry,Optometry,Optometry,250,250
2015-16,2016 Spring,Spring,Graduate,Graduate,School of Optometry,School of Optometry,Vision Science Grad Grp,Vision Science,36,36
2015-16,2016 Spring,Spring,Graduate,Graduate,School of Public Health,School of Public Health,Biostatistics Grad Grp,Biostatistics,42,36.5
2015-16,2016 Spring,Spring,Graduate,Graduate,School of Public Health,School of Public Health,Environmental Health Sci GG,Environ Health Sciences,38,36.5
2015-16,2016 Spring,Spring,Graduate,Graduate,School of Public Health,School of Public Health,Epidemiology Grad Grp,Epidemiology,37,33.5
2015-16,2016 Spring,Spring,Graduate,Graduate,School of Public Health,School of Public Health,Health & Medical Sci Grad Grp,Health & Medical Sciences,48,48
2015-16,2016 Spring,Spring,Graduate,Graduate,School of Public Health,School of Public Health,Health Policy GG,Hlth Servs & Pol Analysis,19,17.5
2015-16,2016 Spring,Spring,Graduate,Graduate,School of Public Health,School of Public Health,Infectious Diseases & Immun GG,Infec Diseases & Immunity,14,14
2015-16,2016 Spring,Spring,Graduate,Graduate,School of Public Health,School of Public Health,Public Health,On-Campus/Online Prfsnl MPH,156,156
2015-16,2016 Spring,Spring,Graduate,Graduate,School of Public Health,School of Public Health,Public Health,Public Health,295,264
2015-16,2016 Spring,Spring,Graduate,Graduate,School of Social Welfare,School of Social Welfare,Social Welfare,Social Welfare,216,207
2015-16,2016 Spring,Spring,Undergraduate,Freshman Entrant,Clg of Chemistry,Clg of Chemistry,Chem & Biomolecular Eng,Chem Eng/MSE Joint Major,8,8
2015-16,2016 Spring,Spring,Undergraduate,Freshman Entrant,Clg of Chemistry,Clg of Chemistry,Chem & Biomolecular Eng,Chem Eng/NE Joint Major,2,2
2015-16,2016 Spring,Spring,Undergraduate,Freshman Entrant,Clg of Chemistry,Clg of Chemistry,Chem & Biomolecular Eng,Chemical Engineering,335,333
2015-16,2016 Spring,Spring,Undergraduate,Freshman Entrant,Clg of Chemistry,Clg of Chemistry,Chemistry,Chemical Biology,198,195.3333333
2015-16,2016 Spring,Spring,Undergraduate,Freshman Entrant,Clg of Chemistry,Clg of Chemistry,Chemistry,Chemistry,145,141
2015-16,2016 Spring,Spring,Undergraduate,Freshman Entrant,Clg of Engineering,Clg of Engineering,Bioengineering,Bioengineering,278,269.5
2015-16,2016 Spring,Spring,Undergraduate,Freshman Entrant,Clg of Engineering,Clg of Engineering,Civil & Environmental Eng,Civil Engineering,252,251.5
2015-16,2016 Spring,Spring,Undergraduate,Freshman Entrant,Clg of Engineering,Clg of Engineering,Electrical Eng & Computer Sci,Electrical Eng & Comp Sci,1038,1015.333333
2015-16,2016 Spring,Spring,Undergraduate,Freshman Entrant,Clg of Engineering,Clg of Engineering,Engineering Joint Programs,BioE/MSE Joint Major,5,5
2015-16,2016 Spring,Spring,Undergraduate,Freshman Entrant,Clg of Engineering,Clg of Engineering,Engineering Joint Programs,EECS/MSE Joint Major,12,12
2015-16,2016 Spring,Spring,Undergraduate,Freshman Entrant,Clg of Engineering,Clg of Engineering,Engineering Joint Programs,EECS/NE Joint Major,4,4
2015-16,2016 Spring,Spring,Undergraduate,Freshman Entrant,Clg of Engineering,Clg of Engineering,Engineering Joint Programs,ME/NE Joint Major,4,4
2015-16,2016 Spring,Spring,Undergraduate,Freshman Entrant,Clg of Engineering,Clg of Engineering,Engineering Joint Programs,MSE/ME Joint Major,9,9
2015-16,2016 Spring,Spring,Undergraduate,Freshman Entrant,Clg of Engineering,Clg of Engineering,Engineering Joint Programs,MSE/NE Joint Major,4,4
2015-16,2016 Spring,Spring,Undergraduate,Freshman Entrant,Clg of Engineering,Clg of Engineering,Engineering Science,Energy Engineering,50,49
2015-16,2016 Spring,Spring,Undergraduate,Freshman Entrant,Clg of Engineering,Clg of Engineering,Engineering Science,Eng Math & Statistics,26,23
2015-16,2016 Spring,Spring,Undergraduate,Freshman Entrant,Clg of Engineering,Clg of Engineering,Engineering Science,Engineering Physics,53,50.5
2015-16,2016 Spring,Spring,Undergraduate,Freshman Entrant,Clg of Engineering,Clg of Engineering,Engineering Science,Engineering Undeclared,59,59
2015-16,2016 Spring,Spring,Undergraduate,Freshman Entrant,Clg of Engineering,Clg of Engineering,Engineering Science,Environmental Eng Science,12,11.5
2015-16,2016 Spring,Spring,Undergraduate,Freshman Entrant,Clg of Engineering,Clg of Engineering,Industrial Eng & Ops Research,Industrial Eng & Ops Rsch,102,98
2015-16,2016 Spring,Spring,Undergraduate,Freshman Entrant,Clg of Engineering,Clg of Engineering,Materials Science & Eng,Materials Science & Eng,108,108
2015-16,2016 Spring,Spring,Undergraduate,Freshman Entrant,Clg of Engineering,Clg of Engineering,Mechanical Engineering,Mechanical Engineering,456,446
2015-16,2016 Spring,Spring,Undergraduate,Freshman Entrant,Clg of Engineering,Clg of Engineering,Nuclear Engineering,Nuclear Engineering,50,50
2015-16,2016 Spring,Spring,Undergraduate,Freshman Entrant,Clg of Environmental Design,Clg of Environmental Design,Architecture,Architecture,216,216
2015-16,2016 Spring,Spring,Undergraduate,Freshman Entrant,Clg of Environmental Design,Clg of Environmental Design,City & Regional Planning,Urban Studies,71,68
2015-16,2016 Spring,Spring,Undergraduate,Freshman Entrant,Clg of Environmental Design,Clg of Environmental Design,Landscape Arch & Env Plan,Landscape Architecture,27,26
2015-16,2016 Spring,Spring,Undergraduate,Freshman Entrant,Clg of Environmental Design,Clg of Environmental Design,Landscape Arch & Env Plan,Sustainable Environ Dsgn,84,82.5
2015-16,2016 Spring,Spring,Undergraduate,Freshman Entrant,Clg of Environmental Design,Clg of Environmental Design,Other Env Design Programs,CED Individual Major,5,4.5
2015-16,2016 Spring,Spring,Undergraduate,Freshman Entrant,Clg of Letters & Science, Administered Programs, Chemistry, Chemistry,12,9.5
2015-16,2016 Spring,Spring,Undergraduate,Freshman Entrant,Clg of Letters & Science, Administered Programs, Computer Science, Computer Science,1018,880.8333333
2015-16,2016 Spring,Spring,Undergraduate,Freshman Entrant,Clg of Letters & Science, Administered Programs, Envir Econ & Policy, Environ Econ & Policy,12,11.5
2015-16,2016 Spring,Spring,Undergraduate,Freshman Entrant,Clg of Letters & Science, Administered Programs, Legal Studies, Legal Studies,198,164.1666667
2015-16,2016 Spring,Spring,Undergraduate,Freshman Entrant,Clg of Letters & Science, Administered Programs, Ops Rsch & Mgmt Sci, Ops Research & Mgmt Sci,23,16.33333333
2015-16,2016 Spring,Spring,Undergraduate,Freshman Entrant,Clg of Letters & Science, Administered Programs, Public Health, Public Health,462,410.8333333
2015-16,2016 Spring,Spring,Undergraduate,Freshman Entrant,Clg of Letters & Science, Administered Programs, Social Welfare, Social Welfare,203,176.3333333
2015-16,2016 Spring,Spring,Undergraduate,Freshman Entrant,Clg of Letters & Science, Arts & Humanities Division,Ancient Greek & Roman Studies,Classical Civilizations,12,8
2015-16,2016 Spring,Spring,Undergraduate,Freshman Entrant,Clg of Letters & Science, Arts & Humanities Division,Ancient Greek & Roman Studies,Classical Languages,3,1.833333333
2015-16,2016 Spring,Spring,Undergraduate,Freshman Entrant,Clg of Letters & Science, Arts & Humanities Division,Ancient Greek & Roman Studies,Greek,1,0.5
2015-16,2016 Spring,Spring,Undergraduate,Freshman Entrant,Clg of Letters & Science, Arts & Humanities Division,Art Practice,Art,48,36.5
2015-16,2016 Spring,Spring,Undergraduate,Freshman Entrant,Clg of Letters & Science, Arts & Humanities Division,Comparative Literature,Comparative Literature,19,17
2015-16,2016 Spring,Spring,Undergraduate,Freshman Entrant,Clg of Letters & Science, Arts & Humanities Division,East Asian Lang & Culture,Chinese Language,12,9.833333333
2015-16,2016 Spring,Spring,Undergraduate,Freshman Entrant,Clg of Letters & Science, Arts & Humanities Division,East Asian Lang & Culture,"E Asian Rel, Thought, & Cul",1,0.5
2015-16,2016 Spring,Spring,Undergraduate,Freshman Entrant,Clg of Letters & Science, Arts & Humanities Division,East Asian Lang & Culture,Japanese Language,12,8.333333333
2015-16,2016 Spring,Spring,Undergraduate,Freshman Entrant,Clg of Letters & Science, Arts & Humanities Division,English,English,227,190
2015-16,2016 Spring,Spring,Undergraduate,Freshman Entrant,Clg of Letters & Science, Arts & Humanities Division,Film and Media,Film,51,42
2015-16,2016 Spring,Spring,Undergraduate,Freshman Entrant,Clg of Letters & Science, Arts & Humanities Division,French,French,34,25.83333333
2015-16,2016 Spring,Spring,Undergraduate,Freshman Entrant,Clg of Letters & Science, Arts & Humanities Division,German,Dutch Studies,2,1.5
2015-16,2016 Spring,Spring,Undergraduate,Freshman Entrant,Clg of Letters & Science, Arts & Humanities Division,German,German,14,10
2015-16,2016 Spring,Spring,Undergraduate,Freshman Entrant,Clg of Letters & Science, Arts & Humanities Division,History of Art,History of Art,32,24.5
2015-16,2016 Spring,Spring,Undergraduate,Freshman Entrant,Clg of Letters & Science, Arts & Humanities Division,Italian Studies,Italian Studies,10,7.5
2015-16,2016 Spring,Spring,Undergraduate,Freshman Entrant,Clg of Letters & Science, Arts & Humanities Division,Middle Eastern Lang & Cultures,Ancnt Egypt/NE Art & Archae,1,0.5
2015-16,2016 Spring,Spring,Undergraduate,Freshman Entrant,Clg of Letters & Science, Arts & Humanities Division,Middle Eastern Lang & Cultures,Near Eastern Civilizations,4,3
2015-16,2016 Spring,Spring,Undergraduate,Freshman Entrant,Clg of Letters & Science, Arts & Humanities Division,Middle Eastern Lang & Cultures,Near Eastern Lang & Lit,11,8.5
2015-16,2016 Spring,Spring,Undergraduate,Freshman Entrant,Clg of Letters & Science, Arts & Humanities Division,Music,Music,77,65.33333333
2015-16,2016 Spring,Spring,Undergraduate,Freshman Entrant,Clg of Letters & Science, Arts & Humanities Division,Philosophy,Philosophy,63,53.33333333
2015-16,2016 Spring,Spring,Undergraduate,Freshman Entrant,Clg of Letters & Science, Arts & Humanities Division,Rhetoric,Rhetoric,76,62.5
2015-16,2016 Spring,Spring,Undergraduate,Freshman Entrant,Clg of Letters & Science, Arts & Humanities Division,Scandinavian,Celtic Studies,2,1.5
2015-16,2016 Spring,Spring,Undergraduate,Freshman Entrant,Clg of Letters & Science, Arts & Humanities Division,Slavic Languages & Literatures,Slavic Lang & Lit,4,2.5
2015-16,2016 Spring,Spring,Undergraduate,Freshman Entrant,Clg of Letters & Science, Arts & Humanities Division,South & SE Asian Studies,South & SE Asian Studies,14,11
2015-16,2016 Spring,Spring,Undergraduate,Freshman Entrant,Clg of Letters & Science, Arts & Humanities Division,Spanish & Portuguese,Spanish-Hisp Lang/Biling Iss,13,9.5
2015-16,2016 Spring,Spring,Undergraduate,Freshman Entrant,Clg of Letters & Science, Arts & Humanities Division,Spanish & Portuguese,Spanish-Iberian Lang & Lit,6,3.5
2015-16,2016 Spring,Spring,Undergraduate,Freshman Entrant,Clg of Letters & Science, Arts & Humanities Division,Spanish & Portuguese,Spanish-Latin-Amer Lang & Lit,12,9.5
2015-16,2016 Spring,Spring,Undergraduate,Freshman Entrant,Clg of Letters & Science, Arts & Humanities Division,Spanish & Portuguese,Spanish-Luso-Brazil Lang & Lit,2,1.5
2015-16,2016 Spring,Spring,Undergraduate,Freshman Entrant,Clg of Letters & Science, Arts & Humanities Division,Spanish & Portuguese,Spanish-Spanish Lang & Lit,23,18.5
2015-16,2016 Spring,Spring,Undergraduate,Freshman Entrant,Clg of Letters & Science, Arts & Humanities Division,Theater Dance & Perf Stds,Dance & Perf Studies,5,3.5
2015-16,2016 Spring,Spring,Undergraduate,Freshman Entrant,Clg of Letters & Science, Arts & Humanities Division,Theater Dance & Perf Stds,Theater & Perf Studies,42,32.5
2015-16,2016 Spring,Spring,Undergraduate,Freshman Entrant,Clg of Letters & Science, Biological Sciences Div,Integrative Biology,Integrative Biology,449,418.8333333
2015-16,2016 Spring,Spring,Undergraduate,Freshman Entrant,Clg of Letters & Science, Biological Sciences Div,Molecular & Cell Biology,MCB-Biochem & Mol Biol,92,81.83333333
2015-16,2016 Spring,Spring,Undergraduate,Freshman Entrant,Clg of Letters & Science, Biological Sciences Div,Molecular & Cell Biology,MCB-Cell & Dev Biology,179,162.3333333
2015-16,2016 Spring,Spring,Undergraduate,Freshman Entrant,Clg of Letters & Science, Biological Sciences Div,Molecular & Cell Biology,MCB-Genetics,79,73.5
2015-16,2016 Spring,Spring,Undergraduate,Freshman Entrant,Clg of Letters & Science, Biological Sciences Div,Molecular & Cell Biology,MCB-Immunology,180,165.5
2015-16,2016 Spring,Spring,Undergraduate,Freshman Entrant,Clg of Letters & Science, Biological Sciences Div,Molecular & Cell Biology,MCB-Neurobiology,195,176.8333333
2015-16,2016 Spring,Spring,Undergraduate,Freshman Entrant,Clg of Letters & Science, Math & Phys Sciences Div,Astronomy,Astrophysics,63,41.83333333
2015-16,2016 Spring,Spring,Undergraduate,Freshman Entrant,Clg of Letters & Science, Math & Phys Sciences Div,Earth & Planetary Science,Atmospheric Science,2,2
2015-16,2016 Spring,Spring,Undergraduate,Freshman Entrant,Clg of Letters & Science, Math & Phys Sciences Div,Earth & Planetary Science,Environmental Earth Science,18,17
2015-16,2016 Spring,Spring,Undergraduate,Freshman Entrant,Clg of Letters & Science, Math & Phys Sciences Div,Earth & Planetary Science,Geology,15,14
2015-16,2016 Spring,Spring,Undergraduate,Freshman Entrant,Clg of Letters & Science, Math & Phys Sciences Div,Earth & Planetary Science,Geophysics,21,17.5
2015-16,2016 Spring,Spring,Undergraduate,Freshman Entrant,Clg of Letters & Science, Math & Phys Sciences Div,Earth & Planetary Science,Marine Science,15,12.5
2015-16,2016 Spring,Spring,Undergraduate,Freshman Entrant,Clg of Letters & Science, Math & Phys Sciences Div,Earth & Planetary Science,Planetary Science,2,1.5
2015-16,2016 Spring,Spring,Undergraduate,Freshman Entrant,Clg of Letters & Science, Math & Phys Sciences Div,Mathematics,Applied Mathematics,300,227.5
2015-16,2016 Spring,Spring,Undergraduate,Freshman Entrant,Clg of Letters & Science, Math & Phys Sciences Div,Mathematics,Mathematics,141,105
2015-16,2016 Spring,Spring,Undergraduate,Freshman Entrant,Clg of Letters & Science, Math & Phys Sciences Div,Physics,Physics,198,152.8333333
2015-16,2016 Spring,Spring,Undergraduate,Freshman Entrant,Clg of Letters & Science, Math & Phys Sciences Div,Statistics,Statistics,265,168.5
2015-16,2016 Spring,Spring,Undergraduate,Freshman Entrant,Clg of Letters & Science, Social Sciences Division,African American Studies,African American Studies,14,13.5
2015-16,2016 Spring,Spring,Undergraduate,Freshman Entrant,Clg of Letters & Science, Social Sciences Division,Anthropology,Anthropology,96,86.66666667
2015-16,2016 Spring,Spring,Undergraduate,Freshman Entrant,Clg of Letters & Science, Social Sciences Division,Economics,Economics,873,707.8333333
2015-16,2016 Spring,Spring,Undergraduate,Freshman Entrant,Clg of Letters & Science, Social Sciences Division,Ethnic Studies,Asian Am & Asian Diasp St,9,6.5
2015-16,2016 Spring,Spring,Undergraduate,Freshman Entrant,Clg of Letters & Science, Social Sciences Division,Ethnic Studies,Chicano Studies,16,11.5
2015-16,2016 Spring,Spring,Undergraduate,Freshman Entrant,Clg of Letters & Science, Social Sciences Division,Ethnic Studies,Ethnic Studies,45,38.5
2015-16,2016 Spring,Spring,Undergraduate,Freshman Entrant,Clg of Letters & Science, Social Sciences Division,Ethnic Studies,Native American Studies,4,3
2015-16,2016 Spring,Spring,Undergraduate,Freshman Entrant,Clg of Letters & Science, Social Sciences Division,Gender & Womens Studies,Gender & Womens Studies,26,20.33333333
2015-16,2016 Spring,Spring,Undergraduate,Freshman Entrant,Clg of Letters & Science, Social Sciences Division,Geography,Geography,58,48.83333333
2015-16,2016 Spring,Spring,Undergraduate,Freshman Entrant,Clg of Letters & Science, Social Sciences Division,History,History,169,148.5
2015-16,2016 Spring,Spring,Undergraduate,Freshman Entrant,Clg of Letters & Science, Social Sciences Division,Interdisc Social Science Pgms,Asian Studies,5,4.5
2015-16,2016 Spring,Spring,Undergraduate,Freshman Entrant,Clg of Letters & Science, Social Sciences Division,Interdisc Social Science Pgms,Asian Studies - China,4,3
2015-16,2016 Spring,Spring,Undergraduate,Freshman Entrant,Clg of Letters & Science, Social Sciences Division,Interdisc Social Science Pgms,Cognitive Science,396,351
2015-16,2016 Spring,Spring,Undergraduate,Freshman Entrant,Clg of Letters & Science, Social Sciences Division,Interdisc Social Science Pgms,Development Studies,30,23.83333333
2015-16,2016 Spring,Spring,Undergraduate,Freshman Entrant,Clg of Letters & Science, Social Sciences Division,Interdisc Social Science Pgms,Latin American Studies,10,6
2015-16,2016 Spring,Spring,Undergraduate,Freshman Entrant,Clg of Letters & Science, Social Sciences Division,Interdisc Social Science Pgms,Middle Eastern Studies,6,4.5
2015-16,2016 Spring,Spring,Undergraduate,Freshman Entrant,Clg of Letters & Science, Social Sciences Division,Interdisc Social Science Pgms,Peace & Conflict Studies,72,61
2015-16,2016 Spring,Spring,Undergraduate,Freshman Entrant,Clg of Letters & Science, Social Sciences Division,Interdisc Social Science Pgms,Political Economy,252,233.8333333
2015-16,2016 Spring,Spring,Undergraduate,Freshman Entrant,Clg of Letters & Science, Social Sciences Division,Linguistics,Linguistics,86,69.66666667
2015-16,2016 Spring,Spring,Undergraduate,Freshman Entrant,Clg of Letters & Science, Social Sciences Division,Political Science,Political Science,485,426.1666667
2015-16,2016 Spring,Spring,Undergraduate,Freshman Entrant,Clg of Letters & Science, Social Sciences Division,Psychology,Psychology,356,295.5
2015-16,2016 Spring,Spring,Undergraduate,Freshman Entrant,Clg of Letters & Science, Social Sciences Division,Sociology,Sociology,247,216.5
2015-16,2016 Spring,Spring,Undergraduate,Freshman Entrant,Clg of Letters & Science, Undeclared, Undeclared,Letters & Sci Undeclared,8134,8134
2015-16,2016 Spring,Spring,Undergraduate,Freshman Entrant,Clg of Letters & Science, Undergrad Studies Division,UG Interdisciplinary Studies,American Studies,84,80.5
2015-16,2016 Spring,Spring,Undergraduate,Freshman Entrant,Clg of Letters & Science, Undergrad Studies Division,UG Interdisciplinary Studies,Interdisciplinary Studies,122,115.3333333
2015-16,2016 Spring,Spring,Undergraduate,Freshman Entrant,Clg of Letters & Science, Undergrad Studies Division,UG Interdisciplinary Studies,Media Studies,315,270
2015-16,2016 Spring,Spring,Undergraduate,Freshman Entrant,Clg of Letters & Science, Undergrad Studies Division,UG Interdisciplinary Studies,Religious Studies,4,3.5
2015-16,2016 Spring,Spring,Undergraduate,Freshman Entrant,Haas School of Business,Haas School of Business,Business,Business Administration,506,440.5
2015-16,2016 Spring,Spring,Undergraduate,Freshman Entrant,Rausser Clg Natural Resources,Rausser Clg Natural Resources,Ag & Resource Econ & Pol,Environ Econ & Policy,197,178.8333333
2015-16,2016 Spring,Spring,Undergraduate,Freshman Entrant,Rausser Clg Natural Resources,Rausser Clg Natural Resources,"Env Sci, Policy, & Mgmt",Conserv & Resource Stds,78,69.33333333
2015-16,2016 Spring,Spring,Undergraduate,Freshman Entrant,Rausser Clg Natural Resources,Rausser Clg Natural Resources,"Env Sci, Policy, & Mgmt",Environmental Sciences,208,197.8333333
2015-16,2016 Spring,Spring,Undergraduate,Freshman Entrant,Rausser Clg Natural Resources,Rausser Clg Natural Resources,"Env Sci, Policy, & Mgmt",Forestry & Natural Resources,29,25
2015-16,2016 Spring,Spring,Undergraduate,Freshman Entrant,Rausser Clg Natural Resources,Rausser Clg Natural Resources,"Env Sci, Policy, & Mgmt",Molecular Environ Biology,263,258.8333333
2015-16,2016 Spring,Spring,Undergraduate,Freshman Entrant,Rausser Clg Natural Resources,Rausser Clg Natural Resources,"Env Sci, Policy, & Mgmt",Society and Environment,126,113
2015-16,2016 Spring,Spring,Undergraduate,Freshman Entrant,Rausser Clg Natural Resources,Rausser Clg Natural Resources,Nutritional Sciences & Tox,Molecular Toxicology,23,21.5
2015-16,2016 Spring,Spring,Undergraduate,Freshman Entrant,Rausser Clg Natural Resources,Rausser Clg Natural Resources,Nutritional Sciences & Tox,Nut Sci-Physio & Metabol,81,77.5
2015-16,2016 Spring,Spring,Undergraduate,Freshman Entrant,Rausser Clg Natural Resources,Rausser Clg Natural Resources,Nutritional Sciences & Tox,Nutritional Sci-Dietetics,32,31.5
2015-16,2016 Spring,Spring,Undergraduate,Freshman Entrant,Rausser Clg Natural Resources,Rausser Clg Natural Resources,Nutritional Sciences & Tox,Nutritional Sci-Toxicology,15,13
2015-16,2016 Spring,Spring,Undergraduate,Freshman Entrant,Rausser Clg Natural Resources,Rausser Clg Natural Resources,Nutritional Sciences & Tox,Nutritional Science,105,105
2015-16,2016 Spring,Spring,Undergraduate,Freshman Entrant,Rausser Clg Natural Resources,Rausser Clg Natural Resources,Other Clg of Natural Res Pgms,CNR Undeclared,138,138
2015-16,2016 Spring,Spring,Undergraduate,Freshman Entrant,Rausser Clg Natural Resources,Rausser Clg Natural Resources,Plant & Microbial Biology,Genetics & Plant Biology,44,43.5
2015-16,2016 Spring,Spring,Undergraduate,Freshman Entrant,Rausser Clg Natural Resources,Rausser Clg Natural Resources,Plant & Microbial Biology,Microbial Biology,97,93
2015-16,2016 Spring,Spring,Undergraduate,Other,Clg of Chemistry,Clg of Chemistry,Chemistry,Chemical Biology,2,2
2015-16,2016 Spring,Spring,Undergraduate,Other,Clg of Chemistry,Clg of Chemistry,Chemistry,Chemistry,2,2
2015-16,2016 Spring,Spring,Undergraduate,Other,Clg of Engineering,Clg of Engineering,Bioengineering,Bioengineering,1,1
2015-16,2016 Spring,Spring,Undergraduate,Other,Clg of Engineering,Clg of Engineering,Electrical Eng & Computer Sci,Electrical Eng & Comp Sci,1,1
2015-16,2016 Spring,Spring,Undergraduate,Other,Clg of Engineering,Clg of Engineering,Mechanical Engineering,Mechanical Engineering,1,1
2015-16,2016 Spring,Spring,Undergraduate,Other,Clg of Letters & Science, Administered Programs, Legal Studies, Legal Studies,4,3.5
2015-16,2016 Spring,Spring,Undergraduate,Other,Clg of Letters & Science, Administered Programs, Social Welfare, Social Welfare,2,2
2015-16,2016 Spring,Spring,Undergraduate,Other,Clg of Letters & Science, Arts & Humanities Division,English,English,2,1.5
2015-16,2016 Spring,Spring,Undergraduate,Other,Clg of Letters & Science, Arts & Humanities Division,Film and Media,Film,1,1
2015-16,2016 Spring,Spring,Undergraduate,Other,Clg of Letters & Science, Arts & Humanities Division,Music,Music,1,1
2015-16,2016 Spring,Spring,Undergraduate,Other,Clg of Letters & Science, Arts & Humanities Division,Other Arts & Humanities Pgms,Humanities Field Major,1,1
2015-16,2016 Spring,Spring,Undergraduate,Other,Clg of Letters & Science, Arts & Humanities Division,Philosophy,Philosophy,2,2
2015-16,2016 Spring,Spring,Undergraduate,Other,Clg of Letters & Science, Arts & Humanities Division,Spanish & Portuguese,Spanish-Hisp Lang/Biling Iss,1,1
2015-16,2016 Spring,Spring,Undergraduate,Other,Clg of Letters & Science, Arts & Humanities Division,Spanish & Portuguese,Spanish-Latin-Amer Lang & Lit,1,1
2015-16,2016 Spring,Spring,Undergraduate,Other,Clg of Letters & Science, Biological Sciences Div,Integrative Biology,Integrative Biology,1,1
2015-16,2016 Spring,Spring,Undergraduate,Other,Clg of Letters & Science, Biological Sciences Div,Integrative Biology,Zoology,1,1
2015-16,2016 Spring,Spring,Undergraduate,Other,Clg of Letters & Science, Math & Phys Sciences Div,Mathematics,Applied Mathematics,1,0.5
2015-16,2016 Spring,Spring,Undergraduate,Other,Clg of Letters & Science, Math & Phys Sciences Div,Statistics,Statistics,1,1
2015-16,2016 Spring,Spring,Undergraduate,Other,Clg of Letters & Science, Social Sciences Division,Anthropology,Anthropology,2,2
2015-16,2016 Spring,Spring,Undergraduate,Other,Clg of Letters & Science, Social Sciences Division,Economics,Economics,1,1
2015-16,2016 Spring,Spring,Undergraduate,Other,Clg of Letters & Science, Social Sciences Division,Ethnic Studies,Ethnic Studies,1,0.5
2015-16,2016 Spring,Spring,Undergraduate,Other,Clg of Letters & Science, Social Sciences Division,Ethnic Studies,Native American Studies,1,1
2015-16,2016 Spring,Spring,Undergraduate,Other,Clg of Letters & Science, Social Sciences Division,Interdisc Social Science Pgms,Middle Eastern Studies,1,1
2015-16,2016 Spring,Spring,Undergraduate,Other,Clg of Letters & Science, Social Sciences Division,Political Science,Political Science,5,4.5
2015-16,2016 Spring,Spring,Undergraduate,Other,Clg of Letters & Science, Social Sciences Division,Psychology,Psychology,1,1
2015-16,2016 Spring,Spring,Undergraduate,Other,Clg of Letters & Science, Social Sciences Division,Sociology,Sociology,2,1.5
2015-16,2016 Spring,Spring,Undergraduate,Other,Clg of Letters & Science, Undeclared, Undeclared,Letters & Sci Undeclared,5,5
2015-16,2016 Spring,Spring,Undergraduate,Other,Clg of Letters & Science, Undergrad Studies Division,UG Interdisciplinary Studies,American Studies,1,1
