Academic Yr,Year Term,Semester,Ungrad Grad,Entry Status,College/School,Academic Division,Academic Department,Major Short Nm,Student Headcount,Prorated Student Count
2019-20,2019 Fall,Fall,Undergraduate,Transfer Entrant,Clg of Letters & Science, Arts & Humanities Division,Rhetoric,Rhetoric,35,31
2019-20,2019 Fall,Fall,Undergraduate,Transfer Entrant,Clg of Letters & Science, Arts & Humanities Division,Scandinavian,Scandinavian,2,2
2019-20,2019 Fall,Fall,Undergraduate,Transfer Entrant,Clg of Letters & Science, Arts & Humanities Division,Slavic Languages & Literatures,Slavic Lang & Lit,1,0.5
2019-20,2019 Fall,Fall,Undergraduate,Transfer Entrant,Clg of Letters & Science, Arts & Humanities Division,South & SE Asian Studies,South & SE Asian Studies,1,0.5
2019-20,2019 Fall,Fall,Undergraduate,Transfer Entrant,Clg of Letters & Science, Arts & Humanities Division,Spanish & Portuguese,Spanish and Portuguese,10,8.5
2019-20,2019 Fall,Fall,Undergraduate,Transfer Entrant,Clg of Letters & Science, Arts & Humanities Division,Spanish & Portuguese,Spanish-Hisp Lang/Biling Iss,1,0.5
2019-20,2019 Fall,Fall,Undergraduate,Transfer Entrant,Clg of Letters & Science, Arts & Humanities Division,Spanish & Portuguese,Spanish-Spanish Lang & Lit,2,2
2019-20,2019 Fall,Fall,Undergraduate,Transfer Entrant,Clg of Letters & Science, Arts & Humanities Division,Theater Dance & Perf Stds,Dance & Perf Studies,4,2.833333333
2019-20,2019 Fall,Fall,Undergraduate,Transfer Entrant,Clg of Letters & Science, Arts & Humanities Division,Theater Dance & Perf Stds,Theater & Perf Studies,26,23.16666667
2019-20,2019 Fall,Fall,Undergraduate,Transfer Entrant,Clg of Letters & Science, Biological Sciences Div,Integrative Biology,Integrative Biology,32,30.5
2019-20,2019 Fall,Fall,Undergraduate,Transfer Entrant,Clg of Letters & Science, Biological Sciences Div,Molecular & Cell Biology,MCB-Biochem & Mol Biol,20,19.5
2019-20,2019 Fall,Fall,Undergraduate,Transfer Entrant,Clg of Letters & Science, Biological Sciences Div,Molecular & Cell Biology,MCB-Cell & Dev Biology,33,32
2019-20,2019 Fall,Fall,Undergraduate,Transfer Entrant,Clg of Letters & Science, Biological Sciences Div,Molecular & Cell Biology,MCB-Genetics,7,6
2019-20,2019 Fall,Fall,Undergraduate,Transfer Entrant,Clg of Letters & Science, Biological Sciences Div,Molecular & Cell Biology,MCB-Immunology,17,16.5
2019-20,2019 Fall,Fall,Undergraduate,Transfer Entrant,Clg of Letters & Science, Biological Sciences Div,Molecular & Cell Biology,MCB-Neurobiology,21,19.5
2019-20,2019 Fall,Fall,Undergraduate,Transfer Entrant,Clg of Letters & Science, Biological Sciences Div,Molecular & Cell Biology,Molecular & Cell Biology,12,11.5
2019-20,2019 Fall,Fall,Undergraduate,Transfer Entrant,Clg of Letters & Science, Math & Phys Sciences Div,Astronomy,Astrophysics,14,11.5
2019-20,2019 Fall,Fall,Undergraduate,Transfer Entrant,Clg of Letters & Science, Math & Phys Sciences Div,Earth & Planetary Science,Environmental Earth Science,1,1
2019-20,2019 Fall,Fall,Undergraduate,Transfer Entrant,Clg of Letters & Science, Math & Phys Sciences Div,Earth & Planetary Science,Geology,8,8
2019-20,2019 Fall,Fall,Undergraduate,Transfer Entrant,Clg of Letters & Science, Math & Phys Sciences Div,Earth & Planetary Science,Geophysics,2,2
2019-20,2019 Fall,Fall,Undergraduate,Transfer Entrant,Clg of Letters & Science, Math & Phys Sciences Div,Earth & Planetary Science,Marine Science,2,2
2019-20,2019 Fall,Fall,Undergraduate,Transfer Entrant,Clg of Letters & Science, Math & Phys Sciences Div,Mathematics,Applied Mathematics,134,124
2019-20,2019 Fall,Fall,Undergraduate,Transfer Entrant,Clg of Letters & Science, Math & Phys Sciences Div,Mathematics,Mathematics,52,47.5
2019-20,2019 Fall,Fall,Undergraduate,Transfer Entrant,Clg of Letters & Science, Math & Phys Sciences Div,Physics,Physics,95,88.5
2019-20,2019 Fall,Fall,Undergraduate,Transfer Entrant,Clg of Letters & Science, Math & Phys Sciences Div,Statistics,Statistics,63,53.5
2019-20,2019 Fall,Fall,Undergraduate,Transfer Entrant,Clg of Letters & Science, Social Sciences Division,African American Studies,African American Studies,6,6
2019-20,2019 Fall,Fall,Undergraduate,Transfer Entrant,Clg of Letters & Science, Social Sciences Division,Anthropology,Anthropology,133,128.8333333
2019-20,2019 Fall,Fall,Undergraduate,Transfer Entrant,Clg of Letters & Science, Social Sciences Division,Economics,Economics,236,231
2019-20,2019 Fall,Fall,Undergraduate,Transfer Entrant,Clg of Letters & Science, Social Sciences Division,Ethnic Studies,Asian Am & Asian Diasp St,4,4
2019-20,2019 Fall,Fall,Undergraduate,Transfer Entrant,Clg of Letters & Science, Social Sciences Division,Ethnic Studies,Chicano Studies,13,10.5
2019-20,2019 Fall,Fall,Undergraduate,Transfer Entrant,Clg of Letters & Science, Social Sciences Division,Ethnic Studies,Ethnic Studies,36,31.5
2019-20,2019 Fall,Fall,Undergraduate,Transfer Entrant,Clg of Letters & Science, Social Sciences Division,Ethnic Studies,Native American Studies,3,3
2019-20,2019 Fall,Fall,Undergraduate,Transfer Entrant,Clg of Letters & Science, Social Sciences Division,Gender & Womens Studies,Gender & Womens Studies,11,11
2019-20,2019 Fall,Fall,Undergraduate,Transfer Entrant,Clg of Letters & Science, Social Sciences Division,Geography,Geography,25,24
2019-20,2019 Fall,Fall,Undergraduate,Transfer Entrant,Clg of Letters & Science, Social Sciences Division,History,History,79,74.33333333
2019-20,2019 Fall,Fall,Undergraduate,Transfer Entrant,Clg of Letters & Science, Social Sciences Division,Interdisc Social Science Pgms,Asian Studies - China,1,0.5
2019-20,2019 Fall,Fall,Undergraduate,Transfer Entrant,Clg of Letters & Science, Social Sciences Division,Interdisc Social Science Pgms,Asian Studies - Japan,1,1
2019-20,2019 Fall,Fall,Undergraduate,Transfer Entrant,Clg of Letters & Science, Social Sciences Division,Interdisc Social Science Pgms,Cognitive Science,44,40.5
2019-20,2019 Fall,Fall,Undergraduate,Transfer Entrant,Clg of Letters & Science, Social Sciences Division,Interdisc Social Science Pgms,Global Studies,29,27.5
2019-20,2019 Fall,Fall,Undergraduate,Transfer Entrant,Clg of Letters & Science, Social Sciences Division,Interdisc Social Science Pgms,Peace & Conflict Studies,1,1
2019-20,2019 Fall,Fall,Undergraduate,Transfer Entrant,Clg of Letters & Science, Social Sciences Division,Interdisc Social Science Pgms,Political Economy,52,50.5
2019-20,2019 Fall,Fall,Undergraduate,Transfer Entrant,Clg of Letters & Science, Social Sciences Division,Linguistics,Linguistics,34,29.5
2019-20,2019 Fall,Fall,Undergraduate,Transfer Entrant,Clg of Letters & Science, Social Sciences Division,Political Science,Political Science,417,408.8333333
2019-20,2019 Fall,Fall,Undergraduate,Transfer Entrant,Clg of Letters & Science, Social Sciences Division,Psychology,Psychology,91,87
2019-20,2019 Fall,Fall,Undergraduate,Transfer Entrant,Clg of Letters & Science, Social Sciences Division,Sociology,Sociology,333,326
2019-20,2019 Fall,Fall,Undergraduate,Transfer Entrant,Clg of Letters & Science, Undeclared, Undeclared,Letters & Sci Undeclared,1684,1684
2019-20,2019 Fall,Fall,Undergraduate,Transfer Entrant,Clg of Letters & Science, Undergrad Studies Division,UG Interdisciplinary Studies,American Studies,21,20.5
2019-20,2019 Fall,Fall,Undergraduate,Transfer Entrant,Clg of Letters & Science, Undergrad Studies Division,UG Interdisciplinary Studies,Interdisciplinary Studies,44,42.5
2019-20,2019 Fall,Fall,Undergraduate,Transfer Entrant,Clg of Letters & Science, Undergrad Studies Division,UG Interdisciplinary Studies,Media Studies,187,182
2019-20,2019 Fall,Fall,Undergraduate,Transfer Entrant,Haas School of Business,Haas School of Business,Business,Business Administration,201,199
2019-20,2019 Fall,Fall,Undergraduate,Transfer Entrant,Rausser Clg Natural Resources,Rausser Clg Natural Resources,Ag & Resource Econ & Pol,Environ Econ & Policy,97,92
2019-20,2019 Fall,Fall,Undergraduate,Transfer Entrant,Rausser Clg Natural Resources,Rausser Clg Natural Resources,"Env Sci, Policy, & Mgmt",Conserv & Resource Stds,42,40
2019-20,2019 Fall,Fall,Undergraduate,Transfer Entrant,Rausser Clg Natural Resources,Rausser Clg Natural Resources,"Env Sci, Policy, & Mgmt",Eco Mgmt & For-Forestry,5,5
2019-20,2019 Fall,Fall,Undergraduate,Transfer Entrant,Rausser Clg Natural Resources,Rausser Clg Natural Resources,"Env Sci, Policy, & Mgmt",Eco Mgmt & For-Nat Res Mgmt,5,4.5
2019-20,2019 Fall,Fall,Undergraduate,Transfer Entrant,Rausser Clg Natural Resources,Rausser Clg Natural Resources,"Env Sci, Policy, & Mgmt",Environmental Sciences,17,15.5
2019-20,2019 Fall,Fall,Undergraduate,Transfer Entrant,Rausser Clg Natural Resources,Rausser Clg Natural Resources,"Env Sci, Policy, & Mgmt",Forestry & Natural Resources,4,4
2019-20,2019 Fall,Fall,Undergraduate,Transfer Entrant,Rausser Clg Natural Resources,Rausser Clg Natural Resources,"Env Sci, Policy, & Mgmt",Molecular Environ Biology,23,21.5
2019-20,2019 Fall,Fall,Undergraduate,Transfer Entrant,Rausser Clg Natural Resources,Rausser Clg Natural Resources,"Env Sci, Policy, & Mgmt",Society and Environment,60,57
2019-20,2019 Fall,Fall,Undergraduate,Transfer Entrant,Rausser Clg Natural Resources,Rausser Clg Natural Resources,Nutritional Sciences & Tox,Nut Sci-Physio & Metabol,21,20.5
2019-20,2019 Fall,Fall,Undergraduate,Transfer Entrant,Rausser Clg Natural Resources,Rausser Clg Natural Resources,Nutritional Sciences & Tox,Nutritional Sci-Dietetics,8,8
2019-20,2019 Fall,Fall,Undergraduate,Transfer Entrant,Rausser Clg Natural Resources,Rausser Clg Natural Resources,Plant & Microbial Biology,Genetics & Plant Biology,13,12.5
2019-20,2019 Fall,Fall,Undergraduate,Transfer Entrant,Rausser Clg Natural Resources,Rausser Clg Natural Resources,Plant & Microbial Biology,Microbial Biology,28,28
2019-20,2020 Spring,Spring,Graduate,Graduate,Clg of Chemistry,Clg of Chemistry,Chem & Biomolecular Eng,Chemical Engineering,143,143
2019-20,2020 Spring,Spring,Graduate,Graduate,Clg of Chemistry,Clg of Chemistry,Chemistry,Chemistry,349,349
2019-20,2020 Spring,Spring,Graduate,Graduate,Clg of Engineering,Clg of Engineering,Applied Sci & Tech Grad Grp,Applied Science & Tech,34,34
2019-20,2020 Spring,Spring,Graduate,Graduate,Clg of Engineering,Clg of Engineering,Bioengineering,Bioengineering,139,136.5
2019-20,2020 Spring,Spring,Graduate,Graduate,Clg of Engineering,Clg of Engineering,Bioengineering,Translational Medicine,15,15
2019-20,2020 Spring,Spring,Graduate,Graduate,Clg of Engineering,Clg of Engineering,Bioengineering-UCSF Grad Grp,Bioengineering (UCSF),78,78
2019-20,2020 Spring,Spring,Graduate,Graduate,Clg of Engineering,Clg of Engineering,Civil & Environmental Eng,Civil & Environmental Eng,410,403.5
2019-20,2020 Spring,Spring,Graduate,Graduate,Clg of Engineering,Clg of Engineering,Computational Biology Grad Grp,Computational Biology,25,25
2019-20,2020 Spring,Spring,Graduate,Graduate,Clg of Engineering,Clg of Engineering,Electrical Eng & Computer Sci,Computer Science,266,263
2019-20,2020 Spring,Spring,Graduate,Graduate,Clg of Engineering,Clg of Engineering,Electrical Eng & Computer Sci,Electrical Eng & Comp Sci,473,470
2019-20,2020 Spring,Spring,Graduate,Graduate,Clg of Engineering,Clg of Engineering,Electrical Eng & Computer Sci,Master of Adv Std - IC,1,1
2019-20,2020 Spring,Spring,Graduate,Graduate,Clg of Engineering,Clg of Engineering,Industrial Eng & Ops Research,Ind Eng & Ops Rsch PT MEng,13,13
2019-20,2020 Spring,Spring,Graduate,Graduate,Clg of Engineering,Clg of Engineering,Industrial Eng & Ops Research,Industrial Eng & Ops Rsch,205,201.5
2019-20,2020 Spring,Spring,Graduate,Graduate,Clg of Engineering,Clg of Engineering,Materials Science & Eng,Materials Sci & Eng PT MEng,2,2
2019-20,2020 Spring,Spring,Graduate,Graduate,Clg of Engineering,Clg of Engineering,Materials Science & Eng,Materials Science & Eng,161,161
2019-20,2020 Spring,Spring,Graduate,Graduate,Clg of Engineering,Clg of Engineering,Mechanical Engineering,Mechanical Engineering,334,330.5
2019-20,2020 Spring,Spring,Graduate,Graduate,Clg of Engineering,Clg of Engineering,Mechanical Engineering,Mechanical Engineering PT MEng,5,5
2019-20,2020 Spring,Spring,Graduate,Graduate,Clg of Engineering,Clg of Engineering,Nuclear Engineering,Nuclear Engineering,91,91
2019-20,2020 Spring,Spring,Graduate,Graduate,Clg of Engineering,Clg of Engineering,Nuclear Engineering,Nuclear Engineering PT MEng,1,1
2019-20,2020 Spring,Spring,Graduate,Graduate,Clg of Environmental Design,Clg of Environmental Design,Architecture,Architecture,207,201.5
2019-20,2020 Spring,Spring,Graduate,Graduate,Clg of Environmental Design,Clg of Environmental Design,City & Regional Planning,City & Regional Planning,28,28
2019-20,2020 Spring,Spring,Graduate,Graduate,Clg of Environmental Design,Clg of Environmental Design,City & Regional Planning,Master of City Planning,108,93.5
2019-20,2020 Spring,Spring,Graduate,Graduate,Clg of Environmental Design,Clg of Environmental Design,Landscape Arch & Env Plan,Landscape Arch & Env Plan,11,11
2019-20,2020 Spring,Spring,Graduate,Graduate,Clg of Environmental Design,Clg of Environmental Design,Landscape Arch & Env Plan,Landscape Architecture,75,72.5
2019-20,2020 Spring,Spring,Graduate,Graduate,Clg of Environmental Design,Clg of Environmental Design,Other Env Design Programs,Real Estate Dev & Design,25,25
2019-20,2020 Spring,Spring,Graduate,Graduate,Clg of Environmental Design,Clg of Environmental Design,Urban Design Grad Grp,Urban Design,11,11
2019-20,2020 Spring,Spring,Graduate,Graduate,Clg of Letters & Science, Arts & Humanities Division,Anc Hist Med Arc Grad Grp,Anc Hist & Medit Archae,13,13
2019-20,2020 Spring,Spring,Graduate,Graduate,Clg of Letters & Science, Arts & Humanities Division,Ancient Greek & Roman Studies,Classical Archaeology,6,6
2019-20,2020 Spring,Spring,Graduate,Graduate,Clg of Letters & Science, Arts & Humanities Division,Ancient Greek & Roman Studies,Classics,22,22
2019-20,2020 Spring,Spring,Graduate,Graduate,Clg of Letters & Science, Arts & Humanities Division,Art Practice,Art,12,12
2019-20,2020 Spring,Spring,Graduate,Graduate,Clg of Letters & Science, Arts & Humanities Division,Buddhist Studies Grad Grp,Buddhist Studies,8,8
2019-20,2020 Spring,Spring,Graduate,Graduate,Clg of Letters & Science, Arts & Humanities Division,Comparative Literature,Comparative Literature,55,53
2019-20,2020 Spring,Spring,Graduate,Graduate,Clg of Letters & Science, Arts & Humanities Division,East Asian Lang & Culture,Chinese Language,15,15
2019-20,2020 Spring,Spring,Graduate,Graduate,Clg of Letters & Science, Arts & Humanities Division,East Asian Lang & Culture,Japanese Language,8,8
2019-20,2020 Spring,Spring,Graduate,Graduate,Clg of Letters & Science, Arts & Humanities Division,English,English,85,81
2019-20,2020 Spring,Spring,Graduate,Graduate,Clg of Letters & Science, Arts & Humanities Division,Film and Media,Film and Media,23,23
2019-20,2020 Spring,Spring,Graduate,Graduate,Clg of Letters & Science, Arts & Humanities Division,French,French,18,17
2019-20,2020 Spring,Spring,Graduate,Graduate,Clg of Letters & Science, Arts & Humanities Division,German,German,22,20.5
2019-20,2020 Spring,Spring,Graduate,Graduate,Clg of Letters & Science, Arts & Humanities Division,History of Art,History of Art,34,33
2019-20,2020 Spring,Spring,Graduate,Graduate,Clg of Letters & Science, Arts & Humanities Division,Italian Studies,Italian Studies,13,13
2019-20,2020 Spring,Spring,Graduate,Graduate,Clg of Letters & Science, Arts & Humanities Division,Medieval Studies Program,Medieval Studies,24,12
2019-20,2020 Spring,Spring,Graduate,Graduate,Clg of Letters & Science, Arts & Humanities Division,Middle Eastern Lang & Cultures,Near Eastern Studies,26,26
2019-20,2020 Spring,Spring,Graduate,Graduate,Clg of Letters & Science, Arts & Humanities Division,Music,Music,48,48
2019-20,2020 Spring,Spring,Graduate,Graduate,Clg of Letters & Science, Arts & Humanities Division,Performance Studies Grad Grp,Performance Studies,20,20
2019-20,2020 Spring,Spring,Graduate,Graduate,Clg of Letters & Science, Arts & Humanities Division,Philosophy,Philosophy,37,37
2019-20,2020 Spring,Spring,Graduate,Graduate,Clg of Letters & Science, Arts & Humanities Division,Rhetoric,Rhetoric,30,30
2019-20,2020 Spring,Spring,Graduate,Graduate,Clg of Letters & Science, Arts & Humanities Division,Romance Lang & Lit Grad Pgm,Romance Lang & Lit,12,12
2019-20,2020 Spring,Spring,Graduate,Graduate,Clg of Letters & Science, Arts & Humanities Division,Scandinavian,Scandinavian Lang & Lit,9,7
2019-20,2020 Spring,Spring,Graduate,Graduate,Clg of Letters & Science, Arts & Humanities Division,Slavic Languages & Literatures,Slavic Lang & Lit,18,18
2019-20,2020 Spring,Spring,Graduate,Graduate,Clg of Letters & Science, Arts & Humanities Division,South & SE Asian Studies,South & SE Asian Studies,21,21
2019-20,2020 Spring,Spring,Graduate,Graduate,Clg of Letters & Science, Arts & Humanities Division,Spanish & Portuguese,Hispanic Lang & Lit,26,26
2019-20,2020 Spring,Spring,Graduate,Graduate,Clg of Letters & Science, Biological Sciences Div,Biophysics Grad Grp,Biophysics,50,50
2019-20,2020 Spring,Spring,Graduate,Graduate,Clg of Letters & Science, Biological Sciences Div,Endocrinology Grad Grp,Endocrinology,13,13
2019-20,2020 Spring,Spring,Graduate,Graduate,Clg of Letters & Science, Biological Sciences Div,Integrative Biology,Integrative Biology,118,118
2019-20,2020 Spring,Spring,Graduate,Graduate,Clg of Letters & Science, Biological Sciences Div,Molecular & Cell Biology,Molecular & Cell Biology,206,206
2019-20,2020 Spring,Spring,Graduate,Graduate,Clg of Letters & Science, Biological Sciences Div,Neuroscience Graduate Program,Neuroscience,59,59
2019-20,2020 Spring,Spring,Graduate,Graduate,Clg of Letters & Science, Math & Phys Sciences Div,Astronomy,Astrophysics,33,32.5
2019-20,2020 Spring,Spring,Graduate,Graduate,Clg of Letters & Science, Math & Phys Sciences Div,Earth & Planetary Science,Earth & Planetary Science,42,42
2019-20,2020 Spring,Spring,Graduate,Graduate,Clg of Letters & Science, Math & Phys Sciences Div,Logic and Method of Science GG,Logic/Methodology of Science,15,14
2019-20,2020 Spring,Spring,Graduate,Graduate,Clg of Letters & Science, Math & Phys Sciences Div,Mathematics,Applied Mathematics,23,23
